759,92,815,90,815,110,759,111,(SERIAL)
143,365,212,365,212,383,143,383,(ADDRESS)
510,235,555,236,555,253,510,253,HCM
168,978,210,979,210,999,168,998,CONG
94,67,202,65,203,85,94,88,SAMSUNG
271,199,311,198,312,213,271,213,THAI
98,665,183,664,183,682,98,683,PO157NT
256,663,395,660,396,680,256,683,EB-P1100CSEGWN
415,1130,504,1127,505,1145,415,1148,TRANSPORTER
72,201,145,200,145,216,72,217,SAMSUNG
276,1130,357,1129,357,1146,277,1147,WAREHOUSE
258,699,394,697,395,715,258,718,EB-PI10OCSEGWN
466,171,489,171,489,187,466,187,PHO
267,1063,308,1064,307,1081,266,1080,BANG
633,491,670,490,671,507,633,509,DON
746,1105,789,1106,789,1125,745,1125,HANG
99,700,172,700,172,717,99,717,PO157NT
607,407,642,407,643,423,607,423,DON
145,1002,186,1001,187,1018,145,1019,TOTAL
665,516,706,514,707,531,666,533,PRICE
255,593,396,591,396,609,255,611,EB-PI10OCSEGWN
321,495,366,495,366,514,321,514,HANG
119,343,167,343,167,360,118,360,KHACH
443,196,490,196,490,212,443,212,HCMC
855,427,915,425,916,443,856,445,TRANSFER
257,732,401,729,401,748,257,752,EB-PI10OCSEGWN
317,238,364,238,364,259,317,259,NGHE
464,517,532,516,532,535,464,536,QUANTITY
517,103,572,106,571,128,516,125,COPY
691,1105,743,1106,743,1123,691,1122,KHACH
127,1046,164,1047,164,1064,127,1063,LONG
490,886,537,887,537,907,489,906,KEM
744,374,787,374,786,392,744,392,QUAN
285,239,316,239,316,258,285,258,BEN
345,410,398,412,398,428,345,426,BANG
870,169,919,167,919,186,871,188,PHIEU
97,629,175,628,175,646,98,648,PO157NT
296,1081,326,1082,326,1097,296,1097,LAM
365,239,408,238,409,257,365,258,QUAN
275,434,347,432,347,450,275,451,CUSTOMER
497,1063,532,1063,532,1079,497,1079,GILA
114,1029,151,1029,151,1044,114,1044,CHU:
551,374,589,374,589,392,551,392,MINH
869,488,902,488,902,504,869,504,TIEN
307,263,346,263,346,281,308,281,7310
468,1045,510,1044,510,1059,468,1060,CHIN
826,512,889,510,889,527,827,529,AMOUNT
289,496,321,496,321,512,289,512,TEN
797,114,902,113,902,136,797,137,0290767
118,421,151,421,151,439,118,439,SAN
447,1107,507,1107,507,1125,447,1125,CHUYEN
394,172,433,172,433,188,394,188,THANH
807,372,844,371,845,389,807,390,HCM
540,887,583,887,583,906,540,906,THEO
354,1064,386,1064,385,1079,354,1078,CIA
174,385,214,386,214,405,174,404,(TEL)
797,427,837,426,837,444,798,445,DATE
803,404,849,403,849,423,803,424,NGAY
307,1063,354,1064,354,1081,307,1080,CHUNG
172,629,242,628,242,647,173,648,9060080
431,171,469,171,469,187,431,188,THANH
309,197,376,198,376,214,309,213,NGUYEN
563,1081,592,1081,592,1095,563,1096,NAI
99,734,194,733,194,750,99,751,PO157NT190
250,1045,290,1045,290,1062,250,1062,HANG
346,379,394,378,394,395,346,395,00008
628,514,664,513,665,531,629,532,UNIT
665,172,709,170,710,189,666,191,NGAY
306,173,333,174,332,190,306,189,THAI
489,195,553,195,553,210,489,209,BRANCH
370,1081,400,1082,400,1097,370,1096,CHO
75,267,117,266,117,285,76,286,DIEN
100,1081,142,1082,141,1099,99,1098,HANG
484,214,535,214,535,233,484,233,THIEU
502,351,553,352,553,371,502,371,NTMK
126,389,170,388,170,405,127,405,THOAI
116,491,152,490,153,507,116,508,DON
76,291,108,291,108,309,76,309,FAX
315,1044,363,1046,363,1063,315,1062,KHONG
585,886,624,887,624,906,585,905,HOA
537,35,632,33,633,67,537,69,(P.KINH
150,421,198,419,199,440,150,441,PHAM
524,171,552,171,552,185,524,186,MINH
143,1246,187,1248,186,1267,142,1265,NGAY
376,196,435,196,434,213,376,212,CO.LTD
566,1106,601,1106,601,1122,566,1122,BAO
671,493,698,491,699,507,672,509,GIA
522,1081,561,1081,561,1096,522,1095,KHIEU
399,1082,430,1082,430,1096,399,1096,VIEC
178,1064,221,1064,221,1081,177,1081,HANG
98,595,205,592,205,610,99,612,PO157NT19060
331,172,376,172,376,189,331,189,NGUYEN
258,173,283,173,283,191,258,191,DIET
505,171,524,171,524,186,505,186,CAT
75,222,107,221,107,238,75,239,BIA
493,1082,523,1082,523,1096,493,1095,CAC
375,173,395,173,395,188,375,188,CHI
282,174,307,174,307,190,282,190,NAM
576,1129,614,1128,615,1145,576,1146,GATE
583,260,625,259,625,279,583,279,$520
629,1062,658,1062,658,1078,629,1078,QUY
162,1046,210,1046,210,1064,162,1063,HONG
86,390,126,389,126,406,86,406,DIEN
412,1105,447,1106,447,1124,412,1124,VAN
73,175,105,174,106,192,73,193,CONG
446,432,516,430,517,448,446,449,SALESMAN
669,885,714,885,714,904,669,904,VAT
517,409,554,408,554,424,517,425,VIEN
219,1064,249,1064,249,1080,219,1080,NAY
145,176,194,176,193,192,145,191,SAMSUNG
673,373,705,374,705,393,672,392,NGU
155,1082,193,1082,193,1098,155,1099,GAY
459,1062,499,1063,498,1079,459,1079,HANG
305,287,347,288,347,305,305,304,7402
86,367,115,366,115,383,86,384,BIA
85,344,117,344,117,360,85,360,TEN
731,1060,766,1061,765,1078,730,1077,LONG
603,1062,630,1062,630,1077,604,1077,MOI
450,215,483,215,483,233,450,233,CAI
205,1184,240,1183,241,1205,206,1205,TEN)
522,375,550,374,550,393,523,393,THI
212,1046,249,1046,249,1062,212,1062,NHAN
234,1081,274,1081,274,1098,234,1098,HANG
742,193,782,192,783,210,742,211,DATE
90,1184,129,1182,130,1204,91,1206,(GHI
550,352,588,351,588,370,550,370,HAM
85,1046,128,1047,128,1062,85,1061,1/VUI
167,665,242,663,243,682,167,683,9060080
472,409,514,408,515,424,472,426,NHAN
103,1063,144,1064,144,1080,102,1079,PHIEU
384,1063,418,1064,417,1078,384,1078,VIEC
291,1045,315,1046,315,1061,290,1060,KHI
659,1061,685,1061,686,1076,659,1077,DAI
299,1106,336,1107,336,1123,299,1123,KHO
590,375,627,374,627,392,591,393,KHAI
790,1061,816,1059,817,1076,791,1077,GHI
664,474,696,473,697,490,665,492,DBL
626,374,671,374,671,392,626,392,PHAM
707,1062,731,1062,731,1076,707,1076,DUI
586,173,622,173,622,188,586,189,KHO
431,1083,466,1082,466,1095,431,1096,XEM
417,1063,458,1063,459,1079,418,1079,CHAN
415,1045,444,1045,444,1059,415,1059,DON
916,305,958,305,959,321,916,322,VND
585,196,622,195,622,211,586,213,PLAN
927,1060,966,1059,966,1074,928,1074,NHAN
466,1082,493,1082,493,1096,467,1096,XET
193,1082,232,1081,233,1098,194,1098,NHAN
107,221,132,220,133,237,108,238,CHI
268,288,309,288,308,304,268,304,3915
477,236,509,236,510,254,477,254,PHO
612,1082,641,1082,641,1095,612,1095,SAU
858,1060,883,1060,883,1074,858,1075,TEN
115,367,142,366,142,382,115,383,CHI
257,219,290,218,291,235,258,236,AHA
84,1027,114,1028,114,1044,83,1043,GHI
385,1045,415,1045,415,1059,384,1059,BOA
447,1045,468,1045,468,1058,447,1059,TAI
153,489,183,488,184,506,154,508,D.H
