714,1072,739,1072,739,1082,714,1083,GIAN
457,136,479,135,479,146,457,147,CHI
781,920,806,921,806,931,780,930,MOI
551,899,571,898,572,912,552,913,CHI
549,1006,582,1005,582,1017,549,1018,PHAM
343,708,420,707,420,719,343,720,090218486G
170,864,191,864,191,876,170,876,PERU
387,619,423,618,423,629,387,629,THANH
342,917,370,917,370,930,342,930,MAY
403,899,426,899,426,912,403,912,CEO
246,865,273,865,273,876,245,875,MBA
181,846,215,845,215,858,182,858,BEET
726,274,773,274,773,285,726,285,224720
342,641,364,641,364,653,342,653,BUL
529,934,567,935,567,948,529,947,HONG
422,918,450,917,451,929,423,931,PHAT
722,1089,751,1089,751,1100,722,1101,CHAN
367,899,403,899,404,911,367,912,CHAN
503,276,541,275,541,286,503,287,241200
861,989,883,990,883,1001,861,1000,BAN
443,1005,473,1004,473,1016,443,1017,CHAN
193,917,224,916,224,928,193,929,GAY
435,865,458,866,458,876,435,875,DEM
475,864,503,864,503,876,475,876,BINH
104,846,139,845,139,857,104,858,HUTU
341,162,376,162,376,174,342,174,THIEU
287,1004,309,1004,309,1017,287,1017,NAY
246,881,270,882,269,895,245,895,HOP
342,691,378,691,378,704,342,704,CONG
675,866,704,865,705,878,675,878,MAY
503,863,524,864,524,876,503,876,CHI
312,916,342,916,342,928,312,928,CHIN
286,952,314,951,314,963,286,964,GAY
675,883,702,883,703,896,676,896,MAY
498,674,523,674,523,687,498,687,PHO
134,1027,178,1028,178,1042,133,1041,PHAM
475,1004,509,1004,509,1016,475,1017,CHAN
505,882,534,882,534,895,505,895,CHAN
524,673,556,673,556,687,524,687,SONG
142,1068,162,1068,162,1080,142,1080,TAO
192,968,221,969,221,981,191,980,CHAN
425,619,455,618,455,629,425,629,JOAN
396,917,422,918,422,930,395,929,ADY
344,899,367,899,367,911,344,911,ICU
125,1005,146,1005,146,1015,125,1015,SAN
679,1006,703,1006,703,1020,679,1019,GUY
608,133,631,133,631,145,608,146,CHI
601,988,629,989,629,1000,601,999,HAM
656,883,677,883,677,895,656,895,DAI
729,883,760,884,760,896,728,895,PRONG
648,936,674,936,674,949,648,948,MAY
193,986,221,987,221,997,193,997,MBA
105,934,127,934,127,945,105,945,CIA
706,672,737,672,737,685,706,685,ANH
370,135,399,136,399,148,370,147,THAI
374,986,404,988,404,1000,373,999,CONG
702,883,729,883,729,895,702,895,MOI
135,899,161,898,161,911,136,912,PHAT
857,920,886,920,885,933,857,932,TRINA
333,952,353,952,353,963,333,963,DUI
738,955,770,953,771,966,739,967,PHIM
359,864,385,864,385,876,359,875,THC
487,953,508,953,508,964,487,964,SOC
585,160,609,160,609,172,585,172,CHG
436,934,461,935,460,948,436,947,HOP
795,655,820,656,820,667,795,667,GNU
481,136,519,135,519,146,481,146,THANH
661,988,694,988,693,1000,661,999,CHIN
708,615,742,615,742,628,708,628,HANG
581,403,614,402,614,413,581,414,KHAU
120,244,159,243,159,256,121,257,PHAM
672,185,697,185,697,197,672,197,HOS
681,672,705,672,705,684,681,685,YEN
833,921,855,922,855,934,833,933,QUY
428,162,453,162,453,173,428,173,BEN
653,1005,681,1005,681,1018,653,1018,TACO
386,864,412,864,412,876,386,875,HICK
148,845,184,845,184,858,148,858,YDAC
164,986,194,985,194,997,164,998,TRINA
257,1004,286,1003,286,1016,257,1017,TRINA
116,881,145,880,146,894,117,894,BEN
618,935,650,934,650,948,618,949,MCI
188,901,218,900,218,911,189,912,NAAN
825,883,844,882,844,895,826,895,LEI
366,619,386,619,386,629,366,629,CHI
888,235,915,235,915,248,889,249,TIEN
753,920,780,920,780,932,753,931,MAY
629,866,651,866,651,876,629,876,GAO
504,937,528,937,528,947,504,947,BEN
791,989,820,989,820,1003,790,1002,HEP
476,918,494,918,494,929,477,930,LEI
282,899,309,899,309,910,282,911,ADM
594,936,617,935,617,947,595,947,LCM
633,639,656,638,657,651,633,651,BCI
769,936,797,937,797,951,769,950,MOP
698,184,726,185,726,197,698,196,DON:
163,934,186,934,186,945,163,945,TAM
96,245,121,244,122,256,96,256,SAN
118,165,142,165,142,176,118,177,CHI
524,988,540,988,540,999,524,999,LAT
671,208,698,208,698,221,671,221,HOS
515,431,536,430,537,441,515,442,PHI
373,918,396,918,396,928,373,929,NEB
709,953,739,953,739,965,709,965,CHIN
460,935,504,934,504,947,460,948,NGUYEN
111,190,149,190,149,204,111,204,HANG
169,164,193,165,193,176,169,176,AHA
341,619,365,618,365,630,341,630,DBA
104,1028,135,1027,135,1041,104,1041,SAN
381,954,401,953,402,965,382,966,GOA
599,882,620,881,621,894,599,894,CHI
389,658,426,658,426,669,389,669,THANK
103,1004,126,1004,126,1015,103,1015,CAB
294,935,312,934,312,946,294,946,TAI
714,919,733,919,733,930,714,930,BRO
741,1071,770,1072,770,1082,741,1082,CHIN
303,864,325,863,326,876,304,877,MOI
884,989,901,990,900,1002,883,1001,CAI
611,1005,628,1005,628,1018,610,1018,ICKY
722,1111,743,1111,744,1123,722,1123,CHI
656,615,680,615,680,627,656,627,CHI
242,917,257,917,257,928,242,928,BUR
