172,1181,207,1182,206,1202,171,1201,TEN
119,1078,158,1077,158,1094,119,1095,NGAY
55,1181,94,1180,95,1202,56,1203,(GHI
45,166,77,165,77,183,46,183,CON
750,1073,783,1077,782,1093,748,1090,TAN
462,318,494,319,494,336,462,335,MINI
62,1041,93,1041,93,1056,62,1056,DUI
416,318,458,318,458,337,416,337,DIX
460,1076,491,1076,491,1090,460,1090,CAC
534,1100,569,1100,569,1117,535,1118,BAA
721,194,760,194,760,211,721,211,DATE
843,489,877,488,877,504,843,505,TIEN
175,1040,214,1040,214,1056,175,1056,NHAN
562,193,599,193,599,210,562,210,PLAN
783,1041,819,1044,818,1056,782,1053,COM
444,405,487,405,486,422,444,421,NHAN
563,171,599,171,599,187,563,187,KHO
707,342,750,342,750,362,707,361,NGHE
54,358,85,358,85,375,55,375,BIA
78,1024,115,1023,115,1037,78,1038,CHU:
231,212,264,211,265,228,231,229,AHA
656,1085,703,1089,702,1103,655,1100,TARRY
350,1040,381,1040,381,1054,350,1054,HOA
385,1057,425,1057,425,1073,385,1073,NHAN
413,1039,434,1039,434,1053,413,1053,TAI
644,490,671,489,673,506,645,508,BIA
84,358,111,358,112,374,85,375,CHI
434,1076,461,1076,461,1090,434,1090,BET
895,308,937,308,937,324,895,324,VND
377,318,416,319,416,337,377,336,AAA
777,1113,818,1117,816,1132,775,1128,071
899,1055,937,1055,938,1069,899,1070,NHAN
687,885,715,886,715,900,687,900,SO:
264,1102,302,1102,302,1119,264,1119,KHO
48,1023,81,1022,81,1038,48,1038,GHI
829,1056,854,1056,854,1069,829,1068,TAN
122,482,152,482,152,499,122,500,D.H
